card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active
yes,0,41.5,5.1,0.03296432,140.015,no,no,1,63,1,4
yes,0,,7.0,,206.3817,no,yes,6,63,1,3
yes,0,,2.3040000000000003,,719.5059,no,no,0,76,1,2
yes,0,32.16667,,,383.3117,no,no,1,63,1,6
no,1,,,,0.0,no,no,1,14,0,4
yes,0,23.83333,,0.1386009,265.6517,no,no,0,6,1,3
no,1,,1.5,0.0008,0.0,no,no,3,14,1,4
yes,0,,2.375,,282.7258,no,yes,1,114,1,1
yes,0,30.16667,2.8,,383.5667,no,no,0,12,1,6
yes,0,27.08333,2.5224,,494.8875,no,no,1,100,1,3
yes,0,27.16667,,,12.65083,no,no,0,60,0,2
yes,0,32.41667,3.2,0.1192053,317.4642,no,no,0,30,1,1
yes,0,32.5,3.7,,9.741667,no,no,0,86,1,8
yes,0,46.0,1.8,,49.41667,no,no,1,168,1,2
no,2,47.0,2.35,,0.0,no,no,0,159,1,4
yes,0,22.75,1.82,,821.8208,no,no,0,93,1,2
yes,0,42.08333,5.5,0.07068036,323.9517,no,no,0,98,1,4
no,12,,2.6,0.0004615385,0.0,no,no,0,228,1,14
yes,0,,,0.2658507,476.3158,no,no,0,30,1,0
yes,0,,,0.03591921,112.9942,yes,no,3,77,1,4
yes,0,,2.0,0.0269279999999999,44.46333,no,no,1,38,0,3
yes,2,,2.45,0.1217171,248.5058,no,no,0,5,1,15
yes,1,46.41667,3.5,0.1096431,319.7925,yes,no,1,121,0,5
yes,0,25.58333,2.8,0.3252597,758.9391,no,no,0,2,1,7
yes,1,,,,412.9933,no,no,0,82,1,8
no,0,,,0.0006,0.0,no,no,0,48,1,0
yes,0,21.0,,,131.9892,yes,no,0,194,1,5
yes,0,,,0.02268351,52.48917,no,no,0,86,1,5
yes,0,23.25,,0.1166047,225.2692,no,no,0,3,1,8
yes,0,,4.6,0.07776695,298.0233,no,no,2,72,1,5
no,1,,,0.0006,0.0,yes,no,2,60,1,7
yes,0,,,0.06942033,173.4675,no,no,1,60,1,1
yes,0,52.33333,,,79.685,yes,no,1,243,1,3
yes,0,,2.4752,0.06724951,138.5467,no,no,2,222,0,10
yes,0,,,0.1578128,565.3292,no,no,0,12,1,11
no,0,,1.77,0.0006779661,0.0,no,no,0,102,1,1
yes,1,,,0.1085196,220.8942,no,no,2,84,1,13
yes,0,20.25,1.85,0.3426108,527.9417,yes,no,0,96,1,2
yes,0,,2.23,,104.7833,no,no,0,12,1,1
no,0,22.5,2.5,0.0004799999999999,0.0,no,no,3,30,0,0
yes,3,32.83333,,,466.3475,no,no,0,22,1,9
yes,0,27.33333,3.2875,,88.8175,no,no,1,54,1,12
yes,0,28.5,,0.1239747,437.1342,no,yes,0,30,1,5
no,1,36.91667,1.85,0.0006486487,0.0,no,no,2,192,1,2
yes,0,26.0,,0.06259273,114.2533,no,no,1,28,1,10
no,0,,,,0.0,no,no,0,54,1,0
yes,0,,3.0,0.1172833,293.0417,no,no,0,14,1,0
yes,0,25.25,1.8,0.4559922999999999,683.9883,yes,no,0,98,1,2
yes,0,,,0.08007,113.0992,no,no,1,27,1,8
yes,0,,,0.062952,288.3633,no,no,2,18,1,3
yes,0,40.58333,,0.05233015,111.675,no,no,0,54,1,3
no,2,,3.5,0.0003428572,0.0,no,no,0,365,0,5
yes,0,37.41667,2.5,,151.3367,no,no,0,15,1,2
yes,0,,3.3026,0.001998425,4.5833330000000005,no,no,1,90,1,4
yes,0,29.83333,2.25,,199.795,no,no,0,36,1,0
yes,1,,10.0,0.03704,308.25,yes,no,3,35,1,4
yes,0,,2.9,,193.2933,no,no,0,2,1,0
no,2,36.33333,2.95,,0.0,no,no,1,72,1,3
no,0,25.33333,1.6,0.00075,0.0,no,no,0,93,1,0
yes,0,,3.4,,59.85417,no,no,0,207,1,4
no,4,22.0,,0.0005714286,0.0,yes,no,0,209,1,10
yes,0,27.58333,3.2,,313.4333,no,no,0,24,1,2
no,0,,,,0.0,no,no,6,0,1,2
yes,0,31.5,2.47,0.09478866,195.0233,no,no,3,94,1,2
yes,0,,2.6,0.07505192,162.4458,no,no,2,60,1,6
no,2,39.16667,4.0248,,0.0,no,no,1,84,1,4
yes,0,22.66667,,,314.4908,no,no,0,12,0,4
yes,0,30.08333,1.95,0.1804297999999999,292.9483,no,no,0,50,1,10
no,0,,3.5995,0.0003333796,0.0,no,no,4,14,1,0
no,2,,3.7,0.0003243243,0.0,no,no,4,84,0,3
yes,0,,3.0,0.2136177,533.6275,no,no,0,7,1,1
yes,0,32.33333,,0.09166333,343.6542,no,no,0,48,1,4
no,11,,2.3,0.0005217391,0.0,no,no,0,24,1,12
yes,0,45.16667,3.5,0.13624,397.0333,yes,no,0,234,0,2
yes,0,25.41667,2.1,0.04128572,71.66666,yes,no,0,44,1,5
yes,0,40.75,5.0,0.1209914,503.5475,no,no,0,38,1,19
yes,0,40.16667,2.45,,142.5142,no,no,0,180,1,0
yes,0,,3.5,0.003142857,8.333333,no,no,1,120,1,9
yes,0,,2.5,,487.4817,no,no,0,15,0,1
no,11,,3.6,0.0003333333,0.0,no,no,0,108,1,16
yes,0,,2.656,0.1594194,352.8483,yes,no,0,96,1,0
no,0,,2.5,,0.0,no,no,0,82,1,0
no,0,28.41667,,0.0006,0.0,no,no,0,108,1,0
yes,0,25.08333,3.52,,61.16667,no,no,0,15,1,3
yes,1,,,0.3536299,553.1067,no,no,0,12,1,3
yes,0,21.25,,,59.08916,no,no,0,15,1,1
yes,0,39.83333,1.7123,,132.4717,no,no,0,72,1,0
yes,0,25.75,,0.026998,89.82667,no,no,0,60,0,5
yes,0,,,,36.33333,no,no,0,38,0,2
yes,2,,3.3,0.03977939,108.9767,no,no,1,58,1,14
yes,0,,7.0,0.01116743,64.56,yes,no,3,96,1,5
yes,0,,2.1,0.1102229,192.64,no,no,0,4,1,8
yes,0,,,,131.7658,yes,no,0,166,1,7
yes,1,24.25,,0.06996286,203.8917,no,no,0,60,1,11
no,0,22.91667,2.07,,0.0,no,no,0,1,1,0
yes,0,,,0.1672142999999999,390.1667,yes,no,0,10,0,0
yes,0,,,,0.0,yes,yes,0,144,1,7
yes,0,33.91667,2.1888,0.1483196,270.3683,no,no,0,15,1,7
no,14,48.25,2.0,0.0006,0.0,yes,no,1,120,1,15
yes,1,48.75,2.7,0.0004444444,0.0,no,yes,0,120,1,3
yes,0,28.91667,,,352.1733,no,no,1,62,0,0
yes,1,40.83333,3.73,0.05783512,179.7708,yes,no,1,151,1,7
yes,0,32.83333,2.0,,156.0892,yes,no,2,8,0,2
yes,0,44.33333,,,57.91583000000001,yes,no,3,156,1,9
yes,0,,5.5,,205.5133,yes,no,4,99,1,9
yes,0,37.33333,5.92,,149.2992,yes,no,2,48,1,7
yes,1,,7.6,0.04906355,310.7358,yes,no,6,207,1,11
yes,0,,2.82,,97.94,no,no,0,2,0,1
yes,0,24.58333,2.2,0.06938273,127.1183,yes,no,0,229,0,1
yes,0,47.5,2.6611,,220.7925,yes,no,0,269,1,8
no,3,,7.5,0.00016,0.0,no,no,0,30,1,7
yes,0,33.08333,4.0,0.2564355,854.785,yes,no,2,42,1,4
yes,0,31.58333,6.5,,602.9208,yes,no,2,12,1,6
yes,0,38.41667,5.6,,436.2592,yes,no,4,114,0,7
no,0,19.58333,2.1,0.0005714286,0.0,no,no,0,124,1,2
yes,0,,4.5,0.01804822,67.0975,yes,no,1,14,1,0
yes,0,29.25,,0.04510837,94.26833,no,no,1,12,0,0
yes,2,46.0,,0.01013447,84.39083000000001,yes,no,2,134,1,15
yes,0,19.91667,,0.06020943,175.4442,no,no,1,24,1,3
yes,0,22.83333,,,132.1292,no,yes,0,8,1,3
yes,0,,3.9,0.09410384,305.8375,no,no,2,27,1,0
yes,0,18.5,2.5,,440.6908,no,no,0,4,0,1
yes,0,49.16667,,0.146526,634.8625,yes,no,1,303,1,11
no,0,47.75,1.5,0.0008,0.0,yes,no,0,60,1,0
yes,0,,9.9999,0.01116311,92.44167,yes,no,4,218,0,12
yes,0,,4.1,0.08389854,286.57,yes,no,3,121,1,15
yes,0,24.58333,2.2,0.06601682,121.0308,no,no,0,22,1,6
yes,0,26.41667,4.38,,136.1242,yes,no,5,24,1,6
no,5,38.25,2.4852,0.0004828584999999,0.0,no,no,2,24,1,10
yes,1,29.58333,,0.09274364,510.09,yes,no,0,24,1,14
yes,1,30.66667,2.74,0.01856679,42.31083,yes,no,3,76,1,8
yes,1,,,,6.416667,yes,no,0,252,1,8
yes,0,38.5,3.2618,0.00294316,7.0833330000000005,no,no,4,18,1,0
yes,0,45.66667,,0.03306483,159.73,yes,no,0,118,1,6
yes,0,25.83333,2.5,0.0598015999999999,124.5033,no,no,0,6,0,0
yes,0,30.0,,,1028.961,yes,no,0,6,0,2
no,0,80.16666,1.5,0.0008,0.0,no,no,0,24,1,0
no,0,,,0.0006857142999999,0.0,no,no,0,108,0,0
no,5,40.08333,,0.0002727273,0.0,yes,no,1,84,1,15
yes,0,,4.7,,71.95917,yes,yes,3,150,1,2
yes,0,49.0,3.3,0.04070939,111.6175,yes,no,0,252,1,0
yes,0,44.0,,,386.0525,yes,no,4,25,1,16
no,1,,,0.0002255639,0.0,yes,no,5,110,1,7
yes,0,25.0,,,62.50833000000001,no,no,0,192,1,9
yes,0,43.83333,3.25,0.05890216,159.36,yes,no,2,109,1,6
yes,0,24.5,3.06,,434.8775,no,no,0,3,1,0
yes,0,,3.0,0.016231,40.3275,yes,no,3,14,1,9
yes,0,25.66667,2.2,,38.70833,yes,no,1,26,1,7
yes,0,43.66667,3.0,0.02302267,57.30667,yes,no,1,3,1,5
yes,0,46.33333,4.2,0.008841666,30.44583,yes,no,1,216,1,27
yes,0,,,0.05412025,106.7208,yes,no,0,38,1,13
yes,1,38.83333,,0.08646706,181.4142,yes,no,0,138,1,8
yes,1,,,,732.9792,yes,no,1,60,1,19
yes,0,19.5,2.98,0.0004026846,0.0,no,no,0,18,1,0
no,0,27.41667,,,0.0,no,no,0,18,1,2
yes,0,39.91667,2.25,,95.52834,yes,no,0,240,1,7
yes,0,45.66667,3.224,,896.9384,yes,no,5,168,0,9
yes,0,52.16667,,,85.24083,yes,no,1,201,0,16
no,3,34.75,,,0.0,no,no,0,51,1,25
yes,0,,3.75,,298.4783,yes,no,1,12,1,9
yes,0,61.58333,,0.00032,0.0,yes,no,0,288,1,5
yes,0,32.66667,3.7,0.004068919,11.7125,yes,no,2,30,1,15
yes,0,,3.3,,65.81834,yes,no,3,188,1,19
yes,0,37.08333,7.0,,898.4258,yes,no,3,24,1,8
yes,2,33.5,,0.1758282,494.4875,no,no,1,66,1,15
no,0,30.08333,,0.0003846154,0.0,no,no,2,12,0,5
yes,0,,2.59,,67.53584000000001,yes,yes,3,96,1,5
yes,2,,2.1,0.07229714,126.1033,yes,no,3,90,0,5
yes,0,52.66667,,0.039573,98.6825,yes,no,1,220,1,8
yes,0,29.83333,3.0,0.1059863,264.9658,yes,no,1,51,0,11
yes,0,45.75,4.4,0.004863637,17.08333,yes,no,3,12,1,18
yes,0,30.16667,,0.1816442,469.2475,yes,no,2,40,1,15
yes,0,30.83333,2.98,0.04374329,108.2958,no,no,3,36,1,9
yes,0,22.25,2.8,0.2532993,590.9484,yes,no,1,6,1,7
no,0,37.16667,1.8339,,0.0,no,no,2,52,1,0
yes,0,,,0.01756572,48.08333,no,no,2,21,1,5
yes,0,29.0,2.7,0.0004444444,0.0,no,no,0,24,1,20
yes,0,28.33333,3.9,,141.6883,yes,no,1,49,1,17
no,5,27.16667,1.8,0.0006666667,0.0,no,no,2,34,1,7
yes,0,31.33333,,0.04113469,109.6092,no,no,2,17,1,0
yes,0,,3.65,,1637.527,yes,no,1,32,1,7
yes,0,30.58333,3.5,,114.5575,no,no,5,57,1,9
yes,0,40.66667,,0.003146122,11.6725,yes,no,0,144,1,10
yes,0,39.08333,4.2,,22.3575,yes,no,0,24,1,5
no,10,43.25,,0.0002399999999999,0.0,yes,yes,4,144,1,11
yes,0,24.75,,,91.4125,yes,yes,1,24,0,10
yes,0,26.5,2.6,0.1106476999999999,239.4867,yes,no,0,12,1,13
yes,0,61.16667,5.0,0.0457034,190.4308,yes,no,2,6,0,0
yes,0,44.08333,4.0,0.02011975,66.7325,yes,yes,2,120,1,12
yes,0,61.08333,,0.04957879,221.8892,yes,yes,0,12,1,0
yes,0,,2.7246,,446.415,no,no,2,36,1,14
yes,0,20.83333,,0.5535178000000001,830.2767,no,no,0,5,0,0
yes,0,45.91667,,0.03421425,113.6308,yes,no,2,24,0,16
yes,0,26.83333,2.1,0.0005714286,0.0,no,no,2,30,1,18
no,0,,2.55,0.0004705882,0.0,no,no,3,36,1,0
yes,0,,2.5,0.0611788,127.3725,yes,no,1,24,1,23
yes,0,,2.0,0.100191,166.9017,no,no,0,9,1,0
yes,0,,,,315.9425,no,no,6,12,0,16
yes,0,,,0.07939731,171.8608,yes,no,0,51,1,9
yes,1,35.83333,2.4,0.02359458,46.60583,no,yes,1,37,1,13
yes,0,36.0,4.0,,306.4683,yes,no,0,12,1,11
yes,0,,,,31.0,yes,no,2,132,1,14
yes,0,,2.2,,140.2992,no,no,0,9,1,3
no,1,28.5,2.0,0.0006,0.0,no,no,3,0,1,2
yes,1,,,0.03635741,175.6442,yes,no,2,148,1,16
yes,0,,1.8,0.01989944,29.51583,no,no,0,6,1,10
yes,0,,3.264,0.02482904,67.20167,no,no,0,16,1,5
yes,0,24.0,,,146.27,yes,no,0,24,1,14
yes,0,23.41667,2.7456,0.002403846,4.5833330000000005,no,no,0,7,1,9
yes,1,,,0.05220054,160.4517,yes,no,1,300,1,4
yes,0,35.16667,4.815,0.04295223,171.5125,yes,no,2,48,1,18
yes,0,,3.05,0.003491803,8.125,yes,no,0,96,0,4
yes,0,39.41667,,0.1922946,384.1725,no,no,1,96,1,7
yes,0,,5.0,0.4258454,1774.356,yes,no,3,36,1,7
yes,0,19.08333,,0.1316562,285.255,no,no,0,87,1,2
yes,0,27.58333,,0.01495,49.25,yes,yes,3,40,1,13
yes,0,46.25,6.8,,40.19917,yes,yes,0,48,1,2
yes,0,47.16667,,0.01680412,26.5,no,no,0,10,0,13
yes,0,,2.45,0.09007061,183.5608,no,no,0,48,1,6
yes,0,51.33333,4.53,,45.35417,yes,no,4,126,0,5
yes,0,41.0,6.825,,664.6025,no,no,2,12,1,0
yes,1,36.33333,3.85,0.01171896,37.015,no,no,1,36,1,8
yes,0,32.41667,,0.3767844,862.9642,yes,no,2,27,1,9
no,3,,3.5,,0.0,yes,no,2,38,1,19
no,3,32.75,3.0,0.0004,0.0,yes,no,3,32,1,7
yes,0,21.91667,2.3,,143.4292,yes,no,2,24,1,10
yes,0,29.25,1.8,0.08336612,124.6325,no,no,0,51,1,3
yes,0,,,,577.9833,no,no,0,143,1,6
yes,0,,,,266.3433,yes,no,3,15,1,0
yes,0,27.91667,,,30.0525,yes,no,2,38,1,4
yes,1,36.5,,0.138147,193.3225,yes,no,0,44,1,12
yes,0,24.0,,0.05255475,121.6333,no,no,0,3,1,0
yes,0,63.75,6.0,,8.333333,no,no,0,50,1,14
yes,0,25.83333,3.5,0.054492,158.6017,no,no,0,34,0,2
no,4,,1.8,0.0006666667,0.0,no,no,2,48,1,10
yes,0,35.0,3.9,0.05496077,178.4558,yes,no,2,36,1,7
yes,0,,,,167.04,no,no,0,14,1,1
yes,2,,7.1195,,569.5458,yes,no,3,96,1,6
no,2,,1.85,0.0006486487,0.0,no,no,0,14,0,3
yes,0,,1.6,0.263585,351.3633,no,no,0,6,1,3
yes,0,34.08333,4.85,0.04899547,198.0233,yes,no,2,114,1,12
yes,0,37.16667,,0.06534584,153.7517,yes,no,0,240,1,2
no,1,,2.7,,0.0,no,no,1,169,0,6
no,0,56.0,1.45,0.0008275861999999,0.0,yes,no,0,242,1,4
yes,0,,1.8,0.0066111109999999,9.166667,yes,no,0,53,1,9
no,0,33.25,3.7,,0.0,yes,no,2,72,1,0
yes,0,19.16667,1.9,0.2829620999999999,448.0233,no,no,0,192,0,1
yes,0,,,,470.2967,yes,no,1,6,0,9
yes,0,25.16667,,,400.0708,yes,no,0,7,1,11
yes,0,,4.5,0.03987022,149.0967,yes,no,2,132,1,9
no,4,38.5,,,0.0,no,no,2,24,1,11
yes,1,,3.836,0.103933,332.2392,yes,no,3,14,1,14
no,0,25.83333,,0.000754717,0.0,no,no,0,87,1,9
no,2,25.91667,2.07,0.0005797101,0.0,no,no,0,20,0,7
yes,0,,,0.1696612,721.06,yes,no,3,15,1,9
no,3,40.5,4.0128,0.0002990431,0.0,no,no,1,12,1,17
yes,0,,4.4692,0.002148035,7.0833330000000005,no,no,1,36,1,1
yes,0,33.08333,3.5,0.05705314,166.2383,no,no,0,26,1,1
yes,0,,5.0,0.001525,5.5208330000000005,yes,no,0,144,1,14
yes,1,28.16667,2.5,0.0032,5.8333330000000005,no,no,1,24,1,6
yes,0,30.41667,1.5,0.06344134,78.885,no,no,1,24,0,5
yes,1,47.0,3.8425,0.006584255,20.25,yes,no,2,233,1,16
yes,1,,,,113.9475,yes,no,2,60,1,22
yes,0,,2.95,0.2008407,493.7333,no,no,0,180,1,13
yes,0,,,0.1676499,332.7042,yes,yes,0,168,1,13
yes,0,28.0,2.16,0.02366667,42.51667,no,no,0,50,0,3
yes,0,,2.007,0.09045292,151.0325,no,no,1,4,1,0
yes,0,22.91667,1.56,0.09851731,128.0725,yes,no,0,6,0,7
no,4,,2.0,0.0006,0.0,yes,yes,0,36,0,44
yes,0,,2.9,0.0004137930999999,0.0,no,no,1,12,1,0
yes,0,24.16667,,,219.2717,yes,no,1,8,1,5
yes,0,,3.84,0.0118375,37.71333,no,no,3,10,1,0
no,1,,,0.0005614035,0.0,yes,no,0,240,1,7
no,0,,,0.0005,0.0,no,no,0,1,1,0
yes,0,,2.4,0.1813192,362.6383,no,no,0,16,1,0
yes,0,,2.0,,8.333333,yes,no,0,9,0,4
no,0,28.16667,1.548,0.0007751938,0.0,no,no,3,5,0,1
no,1,,,,0.0,yes,no,3,54,1,7
yes,0,28.0,3.1,,580.9725,yes,no,0,15,1,5
yes,0,28.75,2.5,0.01238,25.29167,yes,no,0,27,1,16
yes,0,,5.1,0.04952431,210.2283,yes,no,3,60,0,22
yes,0,32.25,2.0,0.0730519999999999,121.3367,yes,no,1,24,1,2
yes,0,33.25,,,77.80666,no,no,3,16,1,9
yes,0,,3.3984,,0.0,yes,no,2,29,0,4
yes,0,,4.2,0.02501619,87.30666,yes,no,4,36,1,14
no,3,35.25,,0.0007058823,0.0,yes,no,3,135,0,25
no,0,,1.939,,0.0,no,no,1,96,1,5
yes,0,33.83333,2.9,0.1951082999999999,471.345,yes,no,2,147,1,8
yes,0,48.16667,,0.01221235,16.63417,yes,no,0,108,1,18
no,0,,,0.000244898,0.0,no,no,2,6,1,0
yes,0,40.08333,,0.3980818,737.0808,yes,no,2,10,1,14
yes,0,32.41667,6.1064,0.1070066,544.5208,yes,no,1,67,1,1
no,1,20.91667,2.625,0.0004571429,0.0,no,yes,0,20,1,2
no,2,21.5,1.56,0.0007692308,0.0,yes,no,0,1,1,12
yes,0,,2.652,0.07283182,160.875,yes,no,3,24,1,3
yes,0,43.91667,,0.04662429,108.6233,yes,no,0,147,1,1
yes,0,24.25,,,500.6158,yes,no,0,48,0,1
yes,0,,5.0,0.1619782,674.9092,yes,no,4,3,1,0
yes,1,,,0.2145995,364.8192,no,no,0,24,1,10
yes,0,47.58333,5.04,,216.165,no,no,3,47,1,9
no,0,,,,0.0,no,no,0,6,0,4
no,0,42.0,3.4,,0.0,yes,no,3,5,1,9
yes,0,,3.2,0.1080344,287.7583,yes,no,0,68,1,9
yes,0,,3.1,0.1251213,323.0633,yes,no,0,75,1,5
yes,0,35.83333,1.8829,,214.0975,no,no,1,3,1,12
yes,0,21.83333,2.4,0.08191958,163.8392,no,no,0,105,0,1
yes,0,25.91667,,0.061896,154.74,yes,no,0,40,1,16
no,0,40.91667,1.84,,0.0,no,yes,2,18,1,0
yes,0,,,0.0791488,164.81,yes,no,1,42,0,11
yes,0,,5.112,0.02974648,126.3867,yes,no,2,16,1,19
yes,0,51.66667,2.5,,39.91167,yes,no,0,138,0,3
yes,0,34.0,,,321.2108,yes,no,3,24,1,4
no,2,30.58333,2.5,,0.0,no,no,0,12,1,18
yes,0,33.33333,,,228.9658,no,no,0,6,0,0
yes,1,32.75,6.0,0.08980783,449.0392,no,no,0,6,0,17
yes,0,,1.56,0.06123782,79.60916999999999,no,no,2,13,1,13
yes,0,31.91667,,0.06885749,233.0417,no,no,0,12,1,14
yes,1,20.58333,,0.118307,266.1908,no,no,0,147,1,22
yes,0,,2.04,0.1200515,204.0875,yes,no,0,7,1,12
yes,0,,2.8,0.04372321,101.8542,yes,no,3,232,1,7
yes,0,24.83333,,,881.2642,no,no,0,12,1,7
yes,0,,2.19,,889.585,no,no,0,6,1,0
yes,0,29.33333,,0.05367281,142.8775,no,no,0,36,0,6
yes,0,,2.3,0.2265,434.125,yes,no,0,72,0,2
yes,0,25.25,1.76,,201.6583,no,no,0,28,1,12
no,0,,1.8,0.0006666667,0.0,yes,no,0,528,0,5
yes,0,53.25,,0.002424242,7.0833330000000005,yes,no,1,180,0,5
yes,0,54.08333,,0.009122,18.25417,yes,no,1,102,0,13
yes,0,32.0,2.28,0.06735965,127.9833,yes,no,0,48,0,15
yes,0,33.75,2.5,,161.1617,yes,no,1,30,1,6
yes,0,23.16667,2.6,0.8245508,1786.277,no,no,0,4,1,0
yes,0,,2.2,0.1550486,284.2558,yes,no,0,36,1,6
yes,4,40.41667,2.448,0.2090833,426.4467,yes,no,1,41,1,12
no,2,48.25,6.8,0.0001764706,0.0,yes,yes,1,56,0,20
no,0,35.83333,4.5,,0.0,yes,no,6,6,0,0
yes,0,49.66667,4.96,,435.9908,yes,no,4,168,1,7
yes,0,,,,58.080830000000006,yes,no,4,6,1,0
yes,0,,,0.05904476,103.3283,no,no,2,49,1,4
yes,0,,10.4,,2001.547,yes,no,2,9,0,0
no,0,,1.56,0.0007692308,0.0,yes,no,0,46,0,3
no,9,,,0.0005217391,0.0,no,yes,3,15,1,9
no,0,40.0,,,0.0,yes,no,2,32,1,16
no,6,35.25,5.6335,0.0002130113999999,0.0,yes,no,3,18,0,10
no,0,,1.672,0.0007177034,0.0,no,no,0,27,1,0
yes,0,,1.6,0.1541905999999999,205.2542,no,no,0,1,1,9
yes,0,24.83333,1.51,0.205298,258.1667,yes,no,0,30,1,2
yes,0,,,0.007026666,15.833329999999998,yes,no,1,120,1,16
yes,0,24.91667,,,163.0392,no,no,0,26,1,7
yes,0,25.33333,3.0,,475.0183,no,no,0,10,0,0
yes,1,,,0.2345391,429.905,yes,no,0,228,0,9
yes,0,49.83333,0.21,,47.24166,yes,no,2,42,1,1
yes,0,,2.8,0.1699286,396.5,no,no,0,36,1,23
no,0,,,0.0006666667,0.0,no,no,0,4,0,1
no,2,,2.2,0.0005454546,0.0,no,no,0,6,1,8
yes,1,,3.0,0.029469,73.1725,no,no,0,51,1,5
yes,0,45.58333,2.4,,23.58333,yes,no,2,122,1,11
no,0,,1.2,,0.0,no,yes,1,24,1,0
yes,0,,,0.1005738,569.9183,no,no,0,24,1,15
yes,0,24.58333,1.5,0.01972267,24.07,no,no,0,28,1,5
yes,0,31.91667,2.7,,258.8783,no,no,0,19,1,0
yes,1,,3.5,0.1329033999999999,387.2183,yes,no,3,180,0,19
no,0,,2.1,0.0005714286,0.0,no,no,2,60,1,2
yes,0,22.83333,2.5,,839.3008,no,no,0,4,1,1
yes,0,,5.47,,133.0683,yes,no,3,18,1,0
no,0,,,0.0005106383,0.0,no,no,3,6,1,0
yes,0,22.08333,,0.04985151,68.54583000000001,no,no,0,36,1,3
yes,0,34.16667,9.2,0.08662446,664.1208,yes,no,5,81,1,7
yes,1,,,0.1065361,647.2067,yes,no,2,78,1,9
yes,0,32.91667,2.72,,402.7225,no,no,1,6,1,8
yes,0,40.0,3.624,,47.08167,yes,no,3,124,1,19
yes,0,26.0,5.3,,242.145,yes,no,1,24,1,20
yes,0,,4.9,,273.49,yes,no,2,96,1,17
yes,0,32.25,3.6208,,150.2917,yes,no,3,97,1,13
yes,0,,2.136,0.05966339,106.2008,no,no,1,66,1,14
yes,0,28.41667,2.5,0.193378,402.7875,yes,no,0,18,1,7
no,0,,0.49,0.00244898,0.0,yes,no,2,100,1,0
yes,1,,4.3,0.03501814,125.4817,yes,no,0,6,1,31
yes,0,42.0,,0.04065079,213.0,yes,no,4,72,1,20
yes,0,21.16667,,0.1008328999999999,201.5825,no,no,0,2,1,5
yes,0,,,,70.285,yes,no,1,72,1,20
yes,0,37.75,,,188.7275,yes,no,4,36,1,25
yes,0,,2.8,0.01421429,32.66667,no,no,0,27,1,19
yes,0,31.08333,2.8,,202.47,yes,no,3,15,1,17
yes,0,30.5,2.65,,69.4275,no,no,3,36,1,9
no,0,25.25,,0.00075,0.0,no,no,0,12,1,0
no,4,46.91667,,0.0005714286,0.0,no,no,0,25,0,3
no,0,,2.408,0.0004983389,0.0,no,no,4,14,1,0
no,1,52.75,,,0.0,yes,no,2,75,1,9
yes,0,,,0.03886773,84.73167,no,no,2,3,1,12
no,0,53.0,11.0,,0.0,yes,yes,0,429,1,0
yes,0,,1.8,0.05342556,80.055,no,no,0,48,0,1
yes,0,30.0,2.5,,43.43667,yes,no,3,50,1,14
yes,0,25.16667,1.8,0.09530056,142.9508,no,no,0,24,0,4
no,0,21.08333,2.7268,0.0004400762999999,0.0,no,no,1,18,1,0
no,0,,2.05,0.0005853659,0.0,no,no,0,42,0,4
yes,0,,5.05,0.02842812,119.3017,yes,no,0,128,1,10
no,2,,,,0.0,yes,no,0,153,1,11
no,1,35.16667,4.288,0.0002798507,0.0,yes,no,3,24,0,13
yes,0,28.83333,3.6,0.04339778,130.0267,yes,yes,0,56,1,10
yes,0,30.75,4.3,0.1346951,482.6575,yes,no,4,16,1,7
no,0,41.33333,,,0.0,yes,no,2,98,1,3
yes,0,38.5,2.6,0.3961604,858.3475,no,no,0,33,1,16
no,1,33.75,4.1,0.0002926829,0.0,yes,no,2,22,1,15
no,0,29.08333,2.86,0.0004195804,0.0,no,no,0,38,1,0
yes,0,27.08333,2.4,0.01679833,33.01333,no,no,0,56,1,1
yes,0,23.25,1.8,,46.05584,no,no,1,4,0,0
yes,0,33.83333,1.8,,169.8767,no,no,0,4,1,8
yes,0,38.16667,,,90.06333000000001,no,no,0,60,1,7
yes,0,35.58333,3.5606,0.1090841,323.5875,no,no,0,12,1,0
yes,0,,4.15,0.1505325,520.3417,no,no,1,16,1,4
no,0,31.58333,2.0237,0.0005929733,0.0,no,no,0,14,1,3
yes,0,23.0,1.8,,167.2125,no,no,0,6,1,0
yes,1,25.25,,0.08686655,209.8442,no,no,0,276,1,6
no,6,,4.0,0.0003,0.0,no,no,0,29,0,5
yes,0,28.66667,,0.09361254,229.7975,no,no,0,26,1,4
no,0,37.0,3.2,0.000375,0.0,no,no,0,14,1,0
yes,0,41.08333,4.5,,536.25,yes,no,2,6,1,10
no,6,,7.0,0.0001714286,0.0,yes,no,4,120,1,10
no,0,19.41667,2.2,0.0005454546,0.0,no,no,0,6,1,0
yes,0,,2.8,0.08228679,191.8358,no,no,0,4,1,0
yes,0,29.08333,2.2,0.0005454546,0.0,no,no,0,9,1,0
yes,0,,,0.07547747,362.7542,yes,no,1,13,1,11
yes,0,43.08333,2.4317,0.08052638,163.18,no,no,2,18,1,28
yes,0,37.33333,7.0,0.03023229,176.2717,yes,no,2,14,1,17
yes,0,,2.15,0.03427907,61.33333,no,no,0,10,0,4
yes,0,,5.2,0.01342865,57.440830000000005,yes,no,3,29,1,9
